UF;Município;Cargo;Candidato;Nr;Partido;Situação;VotaçãoNominal
MG;MONTE SIÃO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8235,00 
MG;MONTES CLAROS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;120444,00 
MG;MONTES CLAROS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;58681,00 
MG;MONTEZUMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2342,00 
MG;MONTEZUMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1024,00 
MG;MORADA NOVA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2718,00 
MG;MORADA NOVA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2103,00 
MG;MORRO DA GARÇA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1089,00 
MG;MORRO DA GARÇA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;685,00 
MG;MORRO DO PILAR;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;512,00 
MG;MORRO DO PILAR;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1562,00 
MG;MUNHOZ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1805,00 
MG;MUNHOZ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2151,00 
MG;MURIAÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;20178,00 
MG;MURIAÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;34698,00 
MG;MUTUM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7163,00 
MG;MUTUM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8062,00 
MG;MUZAMBINHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6362,00 
MG;MUZAMBINHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6283,00 
MG;NACIP RAYDAN;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;389,00 
MG;NACIP RAYDAN;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1311,00 
MG;NANUQUE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;9071,00 
MG;NANUQUE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;11551,00 
MG;NAQUE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;930,00 
MG;NAQUE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2388,00 
MG;NATALÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1573,00 
MG;NATALÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;376,00 
MG;NATÉRCIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2163,00 
MG;NATÉRCIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1016,00 
MG;NAZARENO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2909,00 
MG;NAZARENO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1632,00 
MG;NEPOMUCENO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6702,00 
MG;NEPOMUCENO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8108,00 
MG;NINHEIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3121,00 
MG;NINHEIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1347,00 
MG;NOVA BELÉM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;777,00 
MG;NOVA BELÉM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1512,00 
MG;NOVA ERA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3593,00 
MG;NOVA ERA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6878,00 
MG;NOVA LIMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;23193,00 
MG;NOVA LIMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;19379,00 
MG;NOVA MÓDICA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1472,00 
MG;NOVA MÓDICA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;674,00 
MG;NOVA PONTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2522,00 
MG;NOVA PONTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4651,00 
MG;NOVA PORTEIRINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3496,00 
MG;NOVA PORTEIRINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1037,00 
MG;NOVA RESENDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4254,00 
MG;NOVA RESENDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4392,00 
MG;NOVA SERRANA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;17656,00 
MG;NOVA SERRANA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;13746,00 
MG;NOVA UNIÃO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2736,00 
MG;NOVA UNIÃO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;975,00 
MG;NOVO CRUZEIRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;9910,00 
MG;NOVO CRUZEIRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2681,00 
MG;NOVO ORIENTE DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3644,00 
MG;NOVO ORIENTE DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1094,00 
MG;NOVORIZONTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1987,00 
MG;NOVORIZONTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;906,00 
MG;OLARIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;503,00 
MG;OLARIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1061,00 
MG;OLHOS D'ÁGUA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2682,00 
MG;OLHOS D'ÁGUA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;425,00 
MG;OLÍMPIO NORONHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;739,00 
MG;OLÍMPIO NORONHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;974,00 
MG;OLIVEIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;11542,00 
MG;OLIVEIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;11841,00 
MG;OLIVEIRA FORTES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1131,00 
MG;OLIVEIRA FORTES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;342,00 
MG;ONÇA DE PITANGUI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1045,00 
MG;ONÇA DE PITANGUI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1025,00 
MG;ORATÓRIOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2248,00 
MG;ORATÓRIOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;661,00 
MG;ORIZÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2895,00 
MG;ORIZÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1301,00 
MG;OURO BRANCO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;11628,00 
MG;OURO BRANCO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8481,00 
MG;OURO FINO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;11912,00 
MG;OURO FINO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6615,00 
MG;OURO PRETO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;26607,00 
MG;OURO PRETO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;14854,00 
MG;OURO VERDE DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2787,00 
MG;OURO VERDE DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1149,00 
MG;PADRE CARVALHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2381,00 
MG;PADRE CARVALHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;488,00 
MG;PADRE PARAÍSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6183,00 
MG;PADRE PARAÍSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2459,00 
MG;PAI PEDRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2519,00 
MG;PAI PEDRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;538,00 
MG;PAINEIRAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1196,00 
MG;PAINEIRAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1830,00 
MG;PAINS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2808,00 
MG;PAINS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2488,00 
MG;PAIVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;735,00 
MG;PAIVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;354,00 
MG;PALMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2443,00 
MG;PALMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1346,00 
MG;PALMÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2654,00 
MG;PALMÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;816,00 
MG;PAPAGAIOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5564,00 
MG;PAPAGAIOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2768,00 
MG;PARÁ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;22923,00 
MG;PARÁ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;22492,00 
MG;PARACATU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;21820,00 
MG;PARACATU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;22085,00 
MG;PARAGUAÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7112,00 
MG;PARAGUAÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5335,00 
MG;PARAISÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4374,00 
MG;PARAISÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7553,00 
MG;PARAOPEBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4668,00 
MG;PARAOPEBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8540,00 
MG;PASSA QUATRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4055,00 
MG;PASSA QUATRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5734,00 
MG;PASSA TEMPO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1783,00 
MG;PASSA TEMPO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3230,00 
MG;PASSA VINTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;788,00 
MG;PASSA VINTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;681,00 
MG;PASSABÉM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;401,00 
MG;PASSABÉM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;816,00 
MG;PASSOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;21429,00 
MG;PASSOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;37154,00 
MG;PATIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;582,00 
MG;PATIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2268,00 
MG;PATOS DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;35935,00 
MG;PATOS DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;39731,00 
MG;PATROCÍNIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;24026,00 
MG;PATROCÍNIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;19927,00 
MG;PATROCÍNIO DO MURIAÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1524,00 
MG;PATROCÍNIO DO MURIAÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2018,00 
MG;PAULA CÂNDIDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1480,00 
MG;PAULA CÂNDIDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3793,00 
MG;PAULISTAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;800,00 
MG;PAULISTAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1809,00 
MG;PAVÃO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2740,00 
MG;PAVÃO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1513,00 
MG;PEÇANHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2403,00 
MG;PEÇANHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5043,00 
MG;PEDRA AZUL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7279,00 
MG;PEDRA AZUL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4109,00 
MG;PEDRA BONITA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2362,00 
MG;PEDRA BONITA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1567,00 
MG;PEDRA DO ANTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;569,00 
MG;PEDRA DO ANTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1829,00 
MG;PEDRA DO INDAIÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1415,00 
MG;PEDRA DO INDAIÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1354,00 
MG;PEDRA DOURADA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;596,00 
MG;PEDRA DOURADA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;896,00 
MG;PEDRALVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4739,00 
MG;PEDRALVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2330,00 
MG;PEDRAS DE MARIA DA CRUZ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4068,00 
MG;PEDRAS DE MARIA DA CRUZ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;610,00 
MG;PEDRINÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1029,00 
MG;PEDRINÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1226,00 
MG;PEDRO LEOPOLDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;19222,00 
MG;PEDRO LEOPOLDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;14119,00 
MG;PEDRO TEIXEIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;335,00 
MG;PEDRO TEIXEIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1082,00 
MG;PEQUERI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;853,00 
MG;PEQUERI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1191,00 
MG;PEQUI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1059,00 
MG;PEQUI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1532,00 
MG;PERDIGÃO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2065,00 
MG;PERDIGÃO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2705,00 
MG;PERDIZES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3086,00 
MG;PERDIZES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4458,00 
MG;PERDÕES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5440,00 
MG;PERDÕES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6564,00 
MG;PERIQUITO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1765,00 
MG;PERIQUITO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2284,00 
MG;PESCADOR;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1253,00 
MG;PESCADOR;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;913,00 
MG;PIAU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;728,00 
MG;PIAU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1395,00 
MG;PIEDADE DE CARATINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2546,00 
MG;PIEDADE DE CARATINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1662,00 
MG;PIEDADE DE PONTE NOVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1733,00 
MG;PIEDADE DE PONTE NOVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;873,00 
MG;PIEDADE DO RIO GRANDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1489,00 
MG;PIEDADE DO RIO GRANDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1278,00 
MG;PIEDADE DOS GERAIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1155,00 
MG;PIEDADE DOS GERAIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1888,00 
MG;PIMENTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2060,00 
MG;PIMENTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2694,00 
MG;PINGO D'ÁGUA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;574,00 
MG;PINGO D'ÁGUA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2014,00 
MG;PINTÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2879,00 
MG;PINTÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;679,00 
MG;PIRACEMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2855,00 
MG;PIRACEMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1346,00 
MG;PIRAJUBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1380,00 
MG;PIRAJUBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1029,00 
MG;PIRANGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5793,00 
MG;PIRANGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2901,00 
MG;PIRANGUÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2147,00 
MG;PIRANGUÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1203,00 
MG;PIRANGUINHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2491,00 
MG;PIRANGUINHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2682,00 
MG;PIRAPETINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4876,00 
MG;PIRAPETINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2065,00 
MG;PIRAPORA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;11246,00 
MG;PIRAPORA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;15625,00 
MG;PIRAÚBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4195,00 
MG;PIRAÚBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2701,00 
MG;PITANGUI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8395,00 
MG;PITANGUI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6415,00 
MG;PIUMHI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8394,00 
MG;PIUMHI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;9312,00 
MG;PLANURA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3522,00 
MG;PLANURA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2319,00 
MG;POÇO FUNDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4872,00 
MG;POÇO FUNDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4951,00 
MG;POÇOS DE CALDAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;43969,00 
MG;POÇOS DE CALDAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;36488,00 
MG;POCRANE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2199,00 
MG;POCRANE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3152,00 
MG;POMPÉU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5274,00 
MG;POMPÉU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;10555,00 
MG;PONTE NOVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;21848,00 
MG;PONTE NOVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;10559,00 
MG;PONTO CHIQUE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;595,00 
MG;PONTO CHIQUE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1631,00 
MG;PONTO DOS VOLANTES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1512,00 
MG;PONTO DOS VOLANTES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3704,00 
MG;PORTEIRINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;16086,00 
MG;PORTEIRINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4840,00 
MG;PORTO FIRME;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3753,00 
MG;PORTO FIRME;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1565,00 
MG;POTÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5019,00 
MG;POTÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2695,00 
MG;POUSO ALEGRE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;30315,00 
MG;POUSO ALEGRE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;39311,00 
MG;POUSO ALTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1375,00 
MG;POUSO ALTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2609,00 
MG;PRADOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2553,00 
MG;PRADOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2637,00 
MG;PRATA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5406,00 
MG;PRATA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;9002,00 
MG;PRATÁPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2561,00 
MG;PRATÁPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2882,00 
MG;PRATINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1040,00 
MG;PRATINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;907,00 
MG;PRESIDENTE BERNARDES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1185,00 
MG;PRESIDENTE BERNARDES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2283,00 
MG;PRESIDENTE JUSCELINO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1953,00 
MG;PRESIDENTE JUSCELINO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;553,00 
MG;PRESIDENTE KUBITSCHEK;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;252,00 
MG;PRESIDENTE KUBITSCHEK;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1547,00 
MG;PRESIDENTE OLEGÁRIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3862,00 
MG;PRESIDENTE OLEGÁRIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7148,00 
MG;PRUDENTE DE MORAIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3120,00 
MG;PRUDENTE DE MORAIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2351,00 
